	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
339	0.00000	0.00000	0.09525	0.00000	0.00000	-2.18919
340	0.00000	0.00000	0.09479	0.00000	0.00000	-2.18945
341	0.00000	0.00000	0.09434	0.00000	0.00000	-2.18969
342	0.00000	0.00000	0.09390	0.00000	0.00000	-2.18994
343	0.00000	0.00000	0.09348	0.00000	0.00000	-2.19017
344	0.00000	0.00000	0.09308	0.00000	0.00000	-2.19040
345	0.00000	0.00000	0.09268	0.00000	0.00000	-2.19063
346	0.00000	0.00000	0.09230	0.00000	0.00000	-2.19085
347	0.00000	0.00000	0.09193	0.00000	0.00000	-2.19107
348	0.00000	0.00000	0.09157	0.00000	0.00000	-2.19129
349	0.00000	0.00000	0.09122	0.00000	0.00000	-2.19151
350	0.00000	0.00000	0.09088	0.00000	0.00000	-2.19172
351	0.00000	0.00000	0.09055	0.00000	0.00000	-2.19194
352	0.00000	0.00000	0.09023	0.00000	0.00000	-2.19216
353	0.00000	0.00000	0.08992	0.00000	0.00000	-2.19238
