	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
225	0.14296	0.08845	0.01589	0.02095	0.48910	0.00737
226	0.14218	0.08951	0.01704	0.02020	0.49011	0.00750
227	0.14123	0.09092	0.01819	0.01900	0.49101	0.00729
228	0.14015	0.09241	0.01939	0.01774	0.49170	0.00674
229	0.13872	0.09386	0.02058	0.01674	0.49223	0.00607
230	0.13672	0.09538	0.02153	0.01612	0.49263	0.00557
231	0.13420	0.09709	0.02203	0.01586	0.49291	0.00544
232	0.13152	0.09890	0.02191	0.01587	0.49314	0.00563
233	0.12921	0.10062	0.02101	0.01610	0.49342	0.00600
234	0.12765	0.10198	0.01933	0.01647	0.49375	0.00645
235	0.12685	0.10272	0.01728	0.01681	0.49407	0.00696
236	0.12654	0.10269	0.01549	0.01696	0.49432	0.00754
237	0.12639	0.10195	0.01438	0.01688	0.49451	0.00815
238	0.12622	0.10094	0.01396	0.01667	0.49466	0.00868
239	0.12608	0.10022	0.01391	0.01641	0.49488	0.00900
240	0.12599	0.10017	0.01390	0.01615	0.49525	0.00916
241	0.12578	0.10085	0.01381	0.01588	0.49572	0.00930
242	0.12527	0.10208	0.01373	0.01567	0.49616	0.00950
243	0.12450	0.10347	0.01375	0.01561	0.49642	0.00968
244	0.12379	0.10460	0.01382	0.01571	0.49649	0.00980
245	0.12337	0.10518	0.01389	0.01587	0.49650	0.00989
246	0.12325	0.10523	0.01399	0.01596	0.49664	0.00998
247	0.12330	0.10503	0.01414	0.01583	0.49702	0.01006
248	0.12338	0.10485	0.01426	0.01534	0.49756	0.01011
249	0.12344	0.10472	0.01426	0.01453	0.49809	0.01009
250	0.12348	0.10449	0.01412	0.01371	0.49848	0.00985
251	0.12351	0.10407	0.01386	0.01327	0.49868	0.00930
252	0.12355	0.10353	0.01356	0.01331	0.49868	0.00855
253	0.12364	0.10301	0.01326	0.01356	0.49855	0.00792
254	0.12381	0.10264	0.01290	0.01378	0.49832	0.00768
255	0.12401	0.10248	0.01250	0.01398	0.49801	0.00778
256	0.12418	0.10246	0.01221	0.01425	0.49764	0.00791
257	0.12430	0.10241	0.01217	0.01459	0.49734	0.00774
258	0.12445	0.10223	0.01235	0.01491	0.49723	0.00727
259	0.12469	0.10190	0.01261	0.01514	0.49731	0.00681
260	0.12495	0.10152	0.01274	0.01523	0.49737	0.00663
261	0.12512	0.10112	0.01269	0.01515	0.49725	0.00670
262	0.12517	0.10070	0.01258	0.01497	0.49690	0.00685
263	0.12523	0.10020	0.01255	0.01490	0.49646	0.00697
264	0.12538	0.09971	0.01263	0.01513	0.49611	0.00699
265	0.12561	0.09937	0.01272	0.01550	0.49591	0.00689
266	0.12589	0.09922	0.01277	0.01566	0.49590	0.00666
267	0.12623	0.09906	0.01279	0.01545	0.49609	0.00633
268	0.12658	0.09875	0.01278	0.01507	0.49633	0.00604
269	0.12690	0.09832	0.01276	0.01480	0.49641	0.00588
270	0.12717	0.09793	0.01271	0.01475	0.49628	0.00578
271	0.12746	0.09770	0.01258	0.01485	0.49603	0.00560
272	0.12784	0.09764	0.01229	0.01500	0.49578	0.00536
273	0.12827	0.09762	0.01185	0.01513	0.49553	0.00524
274	0.12862	0.09749	0.01148	0.01516	0.49533	0.00530
275	0.12877	0.09724	0.01147	0.01505	0.49526	0.00535
276	0.12876	0.09699	0.01182	0.01496	0.49524	0.00526
277	0.12874	0.09682	0.01221	0.01498	0.49518	0.00512
278	0.12885	0.09662	0.01238	0.01498	0.49515	0.00504
279	0.12915	0.09630	0.01233	0.01480	0.49519	0.00499
280	0.12961	0.09586	0.01222	0.01454	0.49512	0.00498
281	0.13016	0.09533	0.01216	0.01441	0.49485	0.00501
282	0.13069	0.09466	0.01231	0.01445	0.49458	0.00509
283	0.13113	0.09379	0.01277	0.01455	0.49445	0.00527
284	0.13157	0.09278	0.01346	0.01465	0.49437	0.00553
285	0.13215	0.09170	0.01419	0.01475	0.49416	0.00575
286	0.13298	0.09050	0.01484	0.01483	0.49383	0.00576
287	0.13406	0.08914	0.01547	0.01484	0.49353	0.00555
288	0.13531	0.08761	0.01614	0.01483	0.49329	0.00534
289	0.13659	0.08595	0.01688	0.01497	0.49302	0.00530
290	0.13784	0.08422	0.01766	0.01524	0.49269	0.00539
291	0.13901	0.08251	0.01843	0.01550	0.49238	0.00540
292	0.14007	0.08095	0.01910	0.01559	0.49215	0.00529
293	0.14101	0.07967	0.01961	0.01551	0.49200	0.00512
294	0.14184	0.07869	0.01993	0.01549	0.49186	0.00493
295	0.14255	0.07790	0.02010	0.01573	0.49164	0.00466
296	0.14310	0.07732	0.02019	0.01610	0.49137	0.00439
297	0.14344	0.07705	0.02022	0.01636	0.49109	0.00425
298	0.14354	0.07717	0.02019	0.01647	0.49084	0.00434
299	0.14343	0.07756	0.02006	0.01656	0.49064	0.00456
300	0.14315	0.07800	0.01983	0.01661	0.49051	0.00474
301	0.14280	0.07842	0.01952	0.01655	0.49043	0.00484
302	0.14248	0.07889	0.01918	0.01652	0.49031	0.00491
303	0.14223	0.07940	0.01888	0.01671	0.49011	0.00508
304	0.14201	0.07975	0.01868	0.01705	0.48986	0.00532
305	0.14184	0.07981	0.01859	0.01730	0.48961	0.00552
306	0.14179	0.07967	0.01847	0.01735	0.48940	0.00555
307	0.14187	0.07949	0.01820	0.01729	0.48933	0.00540
308	0.14195	0.07937	0.01780	0.01725	0.48939	0.00517
