	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d
1189	0.18005	0.07261	0.09617	-0.04381	0.45123	0.00936
1190	0.17987	0.07399	0.09884	-0.04393	0.45139	0.00863
1191	0.17954	0.07546	0.10140	-0.04423	0.45145	0.00794
1192	0.17953	0.07701	0.10371	-0.04456	0.45128	0.00757
1193	0.18003	0.07859	0.10585	-0.04486	0.45097	0.00751
1194	0.18086	0.08021	0.10814	-0.04512	0.45069	0.00754
1195	0.18159	0.08185	0.11085	-0.04539	0.45050	0.00752
1196	0.18200	0.08344	0.11381	-0.04583	0.45036	0.00751
1197	0.18218	0.08489	0.11670	-0.04636	0.45016	0.00753
1198	0.18227	0.08628	0.11940	-0.04671	0.44994	0.00747
1199	0.18238	0.08777	0.12200	-0.04673	0.44982	0.00724
1200	0.18263	0.08937	0.12454	-0.04655	0.44979	0.00696
1201	0.18287	0.09105	0.12706	-0.04642	0.44971	0.00687
1202	0.18283	0.09284	0.12959	-0.04639	0.44944	0.00706
1203	0.18260	0.09469	0.13209	-0.04649	0.44909	0.00742
1204	0.18243	0.09651	0.13445	-0.04673	0.44888	0.00768
1205	0.18236	0.09824	0.13669	-0.04703	0.44882	0.00772
1206	0.18250	0.09982	0.13886	-0.04726	0.44879	0.00765
1207	0.18307	0.10116	0.14088	-0.04741	0.44875	0.00759
1208	0.18414	0.10223	0.14264	-0.04754	0.44877	0.00755
1209	0.18542	0.10304	0.14407	-0.04765	0.44884	0.00750
1210	0.18661	0.10357	0.14526	-0.04767	0.44887	0.00754
1211	0.18773	0.10374	0.14623	-0.04764	0.44880	0.00777
1212	0.18891	0.10357	0.14696	-0.04762	0.44876	0.00805
1213	0.19009	0.10323	0.14737	-0.04766	0.44885	0.00816
1214	0.19114	0.10284	0.14747	-0.04776	0.44901	0.00818
1215	0.19208	0.10235	0.14722	-0.04793	0.44911	0.00829
1216	0.19304	0.10165	0.14661	-0.04815	0.44918	0.00845
1217	0.19413	0.10067	0.14569	-0.04835	0.44925	0.00838
1218	0.19531	0.09950	0.14471	-0.04828	0.44940	0.00804
1219	0.19647	0.09820	0.14386	-0.04782	0.44960	0.00771
1220	0.19761	0.09670	0.14315	-0.04725	0.44968	0.00770
1221	0.19884	0.09480	0.14246	-0.04694	0.44952	0.00804
1222	0.20023	0.09235	0.14161	-0.04698	0.44921	0.00848
1223	0.20169	0.08948	0.14057	-0.04711	0.44894	0.00873
1224	0.20313	0.08645	0.13948	-0.04706	0.44879	0.00867
1225	0.20451	0.08348	0.13849	-0.04681	0.44880	0.00843
1226	0.20584	0.08052	0.13752	-0.04655	0.44897	0.00827
1227	0.20706	0.07755	0.13615	-0.04639	0.44922	0.00839
1228	0.20801	0.07465	0.13402	-0.04620	0.44947	0.00876
1229	0.20865	0.07193	0.13119	-0.04587	0.44960	0.00912
1230	0.20921	0.06935	0.12812	-0.04564	0.44949	0.00928
1231	0.20983	0.06686	0.12518	-0.04573	0.44920	0.00920
1232	0.21031	0.06459	0.12246	-0.04607	0.44894	0.00899
1233	0.21045	0.06268	0.11982	-0.04651	0.44882	0.00878
1234	0.21050	0.06099	0.11709	-0.04700	0.44880	0.00870
1235	0.21084	0.05930	0.11411	-0.04742	0.44882	0.00877
1236	0.21136	0.05761	0.11082	-0.04754	0.44884	0.00889
1237	0.21173	0.05610	0.10735	-0.04724	0.44885	0.00895
1238	0.21181	0.05476	0.10383	-0.04679	0.44886	0.00895
1239	0.21172	0.05340	0.10036	-0.04657	0.44890	0.00893
1240	0.21158	0.05190	0.09695	-0.04681	0.44903	0.00892
1241	0.21130	0.05024	0.09358	-0.04736	0.44926	0.00884
1242	0.21073	0.04843	0.09013	-0.04792	0.44961	0.00863
1243	0.20987	0.04649	0.08642	-0.04821	0.44999	0.00840
1244	0.20882	0.04444	0.08248	-0.04814	0.45035	0.00833
1245	0.20774	0.04252	0.07857	-0.04793	0.45070	0.00842
1246	0.20672	0.04099	0.07499	-0.04784	0.45105	0.00857
1247	0.20583	0.03992	0.07175	-0.04790	0.45133	0.00865
1248	0.20497	0.03915	0.06854	-0.04797	0.45153	0.00863
1249	0.20402	0.03850	0.06510	-0.04796	0.45169	0.00854
1250	0.20291	0.03785	0.06151	-0.04785	0.45187	0.00847
1251	0.20175	0.03716	0.05807	-0.04764	0.45199	0.00840
1252	0.20068	0.03641	0.05490	-0.04735	0.45201	0.00829
1253	0.19978	0.03563	0.05192	-0.04711	0.45203	0.00803
1254	0.19902	0.03487	0.04901	-0.04710	0.45224	0.00764
1255	0.19822	0.03421	0.04618	-0.04727	0.45257	0.00725
1256	0.19727	0.03369	0.04357	-0.04740	0.45266	0.00708
1257	0.19631	0.03327	0.04123	-0.04738	0.45228	0.00721
1258	0.19559	0.03299	0.03900	-0.04729	0.45162	0.00751
1259	0.19513	0.03292	0.03670	-0.04725	0.45111	0.00770
1260	0.19476	0.03304	0.03432	-0.04732	0.45107	0.00765
1261	0.19442	0.03321	0.03200	-0.04744	0.45150	0.00755
1262	0.19413	0.03330	0.02990	-0.04742	0.45203	0.00764
1263	0.19374	0.03331	0.02806	-0.04711	0.45221	0.00792
1264	0.19304	0.03339	0.02638	-0.04666	0.45192	0.00820
1265	0.19218	0.03360	0.02475	-0.04632	0.45126	0.00843
1266	0.19154	0.03385	0.02315	-0.04622	0.45049	0.00868
1267	0.19140	0.03392	0.02168	-0.04631	0.44993	0.00901
1268	0.19179	0.03369	0.02035	-0.04632	0.44978	0.00941
1269	0.19249	0.03326	0.01914	-0.04592	0.44994	0.00993
1270	0.19318	0.03272	0.01798	-0.04520	0.45010	0.01060
1271	0.19372	0.03204	0.01683	-0.04466	0.45012	0.01129
1272	0.19418	0.03119	0.01565	-0.04468	0.45008	0.01184
1273	0.19474	0.03030	0.01447	-0.04505	0.45017	0.01232
1274	0.19555	0.02946	0.01332	-0.04522	0.45044	0.01304
1275	0.19650	0.02873	0.01218	-0.04481	0.45088	0.01412
1276	0.19723	0.02814	0.01102	-0.04403	0.45145	0.01547
1277	0.19746	0.02770	0.00997	-0.04357	0.45211	0.01705
1278	0.19723	0.02727	0.00917	-0.04396	0.45266	0.01896
1279	0.19686	0.02671	0.00861	-0.04502	0.45292	0.02135
1280	0.19666	0.02605	0.00817	-0.04616	0.45287	0.02432
1281	0.19672	0.02541	0.00777	-0.04690	0.45264	0.02760
1282	0.19697	0.02487	0.00743	-0.04708	0.45239	0.03068
1283	0.19729	0.02442	0.00718	-0.04676	0.45219	0.03335
1284	0.19762	0.02407	0.00700	-0.04614	0.45196	0.03587
1285	0.19793	0.02380	0.00682	-0.04546	0.45145	0.03865
1286	0.19813	0.02353	0.00666	-0.04493	0.45043	0.04176
1287	0.19822	0.02317	0.00663	-0.04465	0.44886	0.04505
1288	0.19826	0.02277	0.00678	-0.04445	0.44687	0.04826
1289	0.19834	0.02240	0.00709	-0.04417	0.44451	0.05116
1290	0.19855	0.02204	0.00752	-0.04377	0.44171	0.05360
1291	0.19890	0.02161	0.00804	-0.04334	0.43820	0.05578
1292	0.19926	0.02117	0.00855	-0.04276	0.43365	0.05804
1293	0.19934	0.02100	0.00887	-0.04181	0.42804	0.06049
1294	0.19904	0.02124	0.00896	-0.04041	0.42182	0.06279
1295	0.19865	0.02168	0.00895	-0.03863	0.41550	0.06460
1296	0.19847	0.02198	0.00894	-0.03647	0.40929	0.06597
1297	0.19853	0.02210	0.00889	-0.03400	0.40314	0.06709
1298	0.19857	0.02218	0.00875	-0.03142	0.39704	0.06798
1299	0.19851	0.02228	0.00854	-0.02877	0.39119	0.06837
1300	0.19848	0.02225	0.00840	-0.02590	0.38582	0.06809
1301	0.19852	0.02206	0.00841	-0.02274	0.38123	0.06725
1302	0.19854	0.02188	0.00843	-0.01937	0.37781	0.06611
1303	0.19849	0.02188	0.00824	-0.01585	0.37585	0.06475
1304	0.19836	0.02206	0.00778	-0.01223	0.37529	0.06315
1305	0.19819	0.02228	0.00726	-0.00851	0.37563	0.06147
1306	0.19810	0.02239	0.00688	-0.00480	0.37623	0.05997
1307	0.19820	0.02233	0.00668	-0.00131	0.37668	0.05883
1308	0.19845	0.02225	0.00655	0.00174	0.37706	0.05812
1309	0.19869	0.02227	0.00646	0.00438	0.37759	0.05795
1310	0.19876	0.02237	0.00646	0.00684	0.37828	0.05851
1311	0.19865	0.02236	0.00661	0.00914	0.37894	0.05997
1312	0.19851	0.02217	0.00682	0.01098	0.37942	0.06220
1313	0.19844	0.02191	0.00693	0.01210	0.37971	0.06470
1314	0.19843	0.02174	0.00683	0.01254	0.37997	0.06702
1315	0.19844	0.02175	0.00664	0.01253	0.38033	0.06900
1316	0.19836	0.02193	0.00656	0.01227	0.38091	0.07075
1317	0.19807	0.02227	0.00659	0.01198	0.38175	0.07243
1318	0.19758	0.02272	0.00658	0.01181	0.38277	0.07409
1319	0.19700	0.02315	0.00652	0.01172	0.38398	0.07555
1320	0.19647	0.02344	0.00644	0.01171	0.38555	0.07650
1321	0.19608	0.02362	0.00629	0.01216	0.38761	0.07694
1322	0.19578	0.02374	0.00609	0.01348	0.39009	0.07714
1323	0.19548	0.02383	0.00587	0.01544	0.39288	0.07721
1324	0.19510	0.02385	0.00575	0.01731	0.39599	0.07691
1325	0.19470	0.02381	0.00580	0.01868	0.39953	0.07595
1326	0.19438	0.02385	0.00604	0.01989	0.40366	0.07431
1327	0.19416	0.02406	0.00639	0.02153	0.40837	0.07219
1328	0.19397	0.02452	0.00670	0.02386	0.41347	0.06981
1329	0.19372	0.02518	0.00684	0.02669	0.41881	0.06728
1330	0.19340	0.02580	0.00682	0.02958	0.42431	0.06468
1331	0.19304	0.02617	0.00669	0.03230	0.43011	0.06214
1332	0.19274	0.02619	0.00653	0.03479	0.43633	0.05974
1333	0.19259	0.02592	0.00644	0.03698	0.44282	0.05746
1334	0.19254	0.02553	0.00648	0.03888	0.44918	0.05532
1335	0.19247	0.02520	0.00653	0.04080	0.45508	0.05333
1336	0.19234	0.02499	0.00645	0.04319	0.46058	0.05151
1337	0.19209	0.02483	0.00626	0.04610	0.46592	0.04985
1338	0.19171	0.02470	0.00606	0.04919	0.47123	0.04831
1339	0.19142	0.02459	0.00587	0.05229	0.47637	0.04678
1340	0.19143	0.02448	0.00565	0.05564	0.48117	0.04517
1341	0.19168	0.02424	0.00550	0.05953	0.48558	0.04343
1342	0.19201	0.02377	0.00552	0.06382	0.48969	0.04156
1343	0.19240	0.02318	0.00558	0.06807	0.49346	0.03956
1344	0.19292	0.02260	0.00542	0.07209	0.49672	0.03738
1345	0.19341	0.02210	0.00511	0.07601	0.49931	0.03504
1346	0.19362	0.02169	0.00486	0.07998	0.50136	0.03270
1347	0.19352	0.02140	0.00479	0.08380	0.50311	0.03046
1348	0.19327	0.02129	0.00488	0.08710	0.50477	0.02834
1349	0.19305	0.02133	0.00513	0.08963	0.50652	0.02626
1350	0.19287	0.02151	0.00553	0.09147	0.50845	0.02425
1351	0.19274	0.02188	0.00587	0.09277	0.51037	0.02242
1352	0.19267	0.02248	0.00602	0.09354	0.51180	0.02077
1353	0.19271	0.02324	0.00623	0.09364	0.51222	0.01904
1354	0.19279	0.02408	0.00689	0.09294	0.51136	0.01697
1355	0.19280	0.02497	0.00817	0.09163	0.50960	0.01481
1356	0.19273	0.02587	0.01006	0.09040	0.50801	0.01313
1357	0.19264	0.02682	0.01272	0.08991	0.50753	0.01242
1358	0.19265	0.02794	0.01639	0.09016	0.50819	0.01283
1359	0.19308	0.02908	0.02122	0.09072	0.50925	0.01412
1360	0.19455	0.02992	0.02740	0.09122	0.50997	0.01578
1361	0.19754	0.03033	0.03551	0.09145	0.51008	0.01724
1362	0.20184	0.03074	0.04652	0.09128	0.50970	0.01826
1363	0.20694	0.03190	0.06130	0.09041	0.50896	0.01904
1364	0.21280	0.03466	0.08007	0.08818	0.50770	0.01989
1365	0.21997	0.03991	0.10217	0.08406	0.50557	0.02088
1366	0.22893	0.04838	0.12665	0.07800	0.50222	0.02182
1367	0.23973	0.06025	0.15337	0.07034	0.49766	0.02241
1368	0.25191	0.07551	0.18300	0.06165	0.49229	0.02249
1369	0.26450	0.09457	0.21598	0.05301	0.48689	0.02228
1370	0.27645	0.11795	0.25159	0.04591	0.48242	0.02240
1371	0.28688	0.14520	0.28819	0.04158	0.47973	0.02346
1372	0.29523	0.17463	0.32429	0.04043	0.47931	0.02576
1373	0.30146	0.20443	0.35957	0.04221	0.48112	0.02912
1374	0.30638	0.23393	0.39453	0.04620	0.48457	0.03328
1375	0.31126	0.26375	0.42944	0.05145	0.48884	0.03801
1376	0.31680	0.29504	0.46403	0.05692	0.49315	0.04301
1377	0.32249	0.32853	0.49802	0.06187	0.49712	0.04793
1378	0.32738	0.36432	0.53154	0.06618	0.50101	0.05261
1379	0.33155	0.40266	0.56515	0.07018	0.50542	0.05724
1380	0.33627	0.44422	0.59947	0.07415	0.51074	0.06201
1381	0.34305	0.48902	0.63440	0.07832	0.51691	0.06712
1382	0.35209	0.53613	0.66814	0.08294	0.52363	0.07283
1383	0.36156	0.58482	0.69804	0.08798	0.53075	0.07917
1384	0.36960	0.63575	0.72325	0.09300	0.53829	0.08565
1385	0.37567	0.69047	0.74547	0.09761	0.54628	0.09152
1386	0.37930	0.75006	0.76684	0.10172	0.55462	0.09639
1387	0.37930	0.81499	0.78879	0.10562	0.56317	0.10040
1388	0.37469	0.88555	0.81359	0.10963	0.57191	0.10398
1389	0.36426	0.96119	0.84424	0.11350	0.58076	0.10723
1390	0.34514	1.03946	0.88199	0.11674	0.58956	0.10992
1391	0.31321	1.11674	0.92500	0.11923	0.59841	0.11195
1392	0.26454	1.19006	0.96933	0.12115	0.60749	0.11361
1393	0.19860	1.25737	1.01052	0.12282	0.61670	0.11533
1394	0.12219	1.31918	1.04706	0.12432	0.62569	0.11731
1395	0.04762	1.37896	1.08653	0.12552	0.63393	0.11933
1396	-0.01434	1.42916	1.13782	0.12640	0.64070	0.12084
1397	-0.05615	1.45554	1.18444	0.12717	0.64535	0.12127
1398	-0.07391	1.46279	1.20312	0.12800	0.64769	0.12050
1399	-0.07003	1.45873	1.19518	0.12900	0.64793	0.11887
1400	-0.05408	1.44573	1.17671	0.13031	0.64621	0.11677
1401	-0.03617	1.43112	1.16093	0.13169	0.64251	0.11430
1402	-0.02081	1.42323	1.15054	0.13260	0.63718	0.11130
1403	-0.00928	1.42326	1.14242	0.13294	0.63112	0.10746
1404	-0.00267	1.42726	1.13347	0.13325	0.62523	0.10259
1405	-0.00077	1.43169	1.12137	0.13397	0.61981	0.09682
1406	-0.00110	1.43562	1.10537	0.13496	0.61473	0.09056
1407	-0.00042	1.43941	1.08681	0.13592	0.60986	0.08437
1408	0.00321	1.44286	1.06757	0.13666	0.60541	0.07874
1409	0.01002	1.44487	1.04831	0.13707	0.60173	0.07392
1410	0.01954	1.44483	1.02759	0.13711	0.59884	0.06967
1411	0.03155	1.44333	1.00294	0.13690	0.59651	0.06554
1412	0.04632	1.44063	0.97321	0.13675	0.59462	0.06136
1413	0.06391	1.43542	0.93927	0.13684	0.59317	0.05743
1414	0.08371	1.42577	0.90297	0.13709	0.59205	0.05404
1415	0.10455	1.41073	0.86600	0.13733	0.59111	0.05116
1416	0.12504	1.39087	0.82916	0.13748	0.59030	0.04845
1417	0.14449	1.36759	0.79225	0.13752	0.58955	0.04558
1418	0.16312	1.34194	0.75480	0.13734	0.58832	0.04240
1419	0.18148	1.31415	0.71691	0.13668	0.58583	0.03893
1420	0.19972	1.28403	0.67932	0.13534	0.58181	0.03532
1421	0.21717	1.25152	0.64268	0.13331	0.57671	0.03183
1422	0.23290	1.21691	0.60732	0.13085	0.57109	0.02870
1423	0.24678	1.18063	0.57358	0.12823	0.56533	0.02603
1424	0.25990	1.14309	0.54182	0.12561	0.55980	0.02365
1425	0.27365	1.10445	0.51201	0.12312	0.55501	0.02138
1426	0.28821	1.06444	0.48386	0.12095	0.55135	0.01930
1427	0.30213	1.02276	0.45733	0.11939	0.54904	0.01765
1428	0.31349	0.97982	0.43260	0.11872	0.54803	0.01651
1429	0.32149	0.93660	0.40989	0.11906	0.54784	0.01580
1430	0.32683	0.89407	0.38941	0.12019	0.54770	0.01548
1431	0.33074	0.85273	0.37128	0.12145	0.54711	0.01551
1432	0.33407	0.81235	0.35524	0.12211	0.54619	0.01567
1433	0.33722	0.77227	0.34082	0.12181	0.54534	0.01584
1434	0.34040	0.73211	0.32752	0.12069	0.54472	0.01617
1435	0.34359	0.69212	0.31511	0.11931	0.54411	0.01670
1436	0.34642	0.65260	0.30392	0.11824	0.54329	0.01708
1437	0.34841	0.61363	0.29460	0.11766	0.54237	0.01699
1438	0.34943	0.57548	0.28711	0.11737	0.54159	0.01650
1439	0.34972	0.53870	0.28054	0.11720	0.54105	0.01592
1440	0.34938	0.50376	0.27396	0.11701	0.54061	0.01536
1441	0.34828	0.47087	0.26718	0.11656	0.54003	0.01481
1442	0.34613	0.43977	0.26056	0.11556	0.53913	0.01441
1443	0.34297	0.40992	0.25435	0.11396	0.53786	0.01446
1444	0.33931	0.38071	0.24847	0.11205	0.53632	0.01497
1445	0.33582	0.35189	0.24272	0.11056	0.53500	0.01547
1446	0.33257	0.32369	0.23706	0.11026	0.53457	0.01550
1447	0.32891	0.29653	0.23163	0.11102	0.53509	0.01499
1448	0.32415	0.27082	0.22643	0.11179	0.53571	0.01431
1449	0.31826	0.24672	0.22123	0.11175	0.53557	0.01400
1450	0.31192	0.22399	0.21554	0.11111	0.53470	0.01431
1451	0.30589	0.20253	0.20881	0.11074	0.53381	0.01502
1452	0.30041	0.18270	0.20087	0.11110	0.53347	0.01573
1453	0.29513	0.16494	0.19226	0.11169	0.53362	0.01626
1454	0.28964	0.14928	0.18376	0.11177	0.53375	0.01668
1455	0.28367	0.13532	0.17552	0.11103	0.53340	0.01691
1456	0.27700	0.12271	0.16702	0.10973	0.53247	0.01681
1457	0.26960	0.11145	0.15779	0.10837	0.53130	0.01639
1458	0.26193	0.10173	0.14809	0.10741	0.53030	0.01595
1459	0.25444	0.09361	0.13850	0.10698	0.52962	0.01569
1460	0.24719	0.08706	0.12927	0.10678	0.52911	0.01565
1461	0.23999	0.08204	0.12015	0.10629	0.52852	0.01567
1462	0.23286	0.07846	0.11077	0.10555	0.52797	0.01555
1463	0.22610	0.07600	0.10117	0.10522	0.52792	0.01514
1464	0.22006	0.07416	0.09193	0.10575	0.52855	0.01452
1465	0.21488	0.07245	0.08370	0.10668	0.52935	0.01395
1466	0.21042	0.07066	0.07666	0.10740	0.52970	0.01358
1467	0.20645	0.06901	0.07028	0.10787	0.52947	0.01330
1468	0.20288	0.06791	0.06394	0.10828	0.52900	0.01290
1469	0.19969	0.06750	0.05758	0.10856	0.52872	0.01230
1470	0.19685	0.06746	0.05156	0.10861	0.52888	0.01165
1471	0.19436	0.06746	0.04620	0.10839	0.52938	0.01121
1472	0.19230	0.06736	0.04168	0.10775	0.52969	0.01109
1473	0.19073	0.06719	0.03798	0.10652	0.52916	0.01127
1474	0.18968	0.06690	0.03493	0.10479	0.52765	0.01170
1475	0.18910	0.06633	0.03223	0.10277	0.52564	0.01239
1476	0.18888	0.06541	0.02976	0.10048	0.52359	0.01317
1477	0.18888	0.06434	0.02754	0.09771	0.52148	0.01384
1478	0.18896	0.06356	0.02565	0.09418	0.51886	0.01444
1479	0.18912	0.06326	0.02404	0.08968	0.51533	0.01519
1480	0.18946	0.06322	0.02255	0.08413	0.51082	0.01614
1481	0.18996	0.06298	0.02101	0.07755	0.50562	0.01724
1482	0.19041	0.06230	0.01943	0.07007	0.50015	0.01841
1483	0.19068	0.06122	0.01796	0.06209	0.49484	0.01967
1484	0.19087	0.05994	0.01666	0.05444	0.49004	0.02107
1485	0.19119	0.05868	0.01545	0.04779	0.48603	0.02259
1486	0.19173	0.05766	0.01419	0.04212	0.48282	0.02424
1487	0.19230	0.05707	0.01283	0.03691	0.48023	0.02597
1488	0.19270	0.05688	0.01135	0.03171	0.47801	0.02769
1489	0.19288	0.05693	0.00982	0.02645	0.47600	0.02942
1490	0.19294	0.05701	0.00843	0.02128	0.47408	0.03130
1491	0.19292	0.05685	0.00737	0.01639	0.47216	0.03330
1492	0.19274	0.05631	0.00670	0.01192	0.47027	0.03509
1493	0.19231	0.05557	0.00623	0.00794	0.46860	0.03637
1494	0.19173	0.05493	0.00572	0.00434	0.46727	0.03717
1495	0.19137	0.05450	0.00520	0.00105	0.46632	0.03781
1496	0.19156	0.05420	0.00488	-0.00186	0.46566	0.03859
1497	0.19221	0.05390	0.00492	-0.00434	0.46505	0.03955
1498	0.19286	0.05357	0.00522	-0.00657	0.46431	0.04044
1499	0.19310	0.05327	0.00550	-0.00874	0.46349	0.04097
1500	0.19295	0.05302	0.00561	-0.01096	0.46280	0.04115
1501	0.19272	0.05274	0.00569	-0.01331	0.46227	0.04129
1502	0.19266	0.05239	0.00584	-0.01573	0.46176	0.04167
1503	0.19276	0.05209	0.00598	-0.01800	0.46121	0.04214
1504	0.19294	0.05200	0.00593	-0.01978	0.46071	0.04230
1505	0.19313	0.05211	0.00576	-0.02100	0.46040	0.04211
1506	0.19331	0.05220	0.00571	-0.02188	0.46034	0.04180
1507	0.19348	0.05217	0.00587	-0.02270	0.46042	0.04147
1508	0.19359	0.05215	0.00608	-0.02357	0.46049	0.04089
1509	0.19354	0.05225	0.00619	-0.02465	0.46047	0.03995
1510	0.19342	0.05242	0.00619	-0.02601	0.46046	0.03888
1511	0.19341	0.05254	0.00611	-0.02729	0.46050	0.03797
1512	0.19352	0.05258	0.00593	-0.02803	0.46040	0.03729
1513	0.19356	0.05259	0.00567	-0.02831	0.45988	0.03669
1514	0.19341	0.05270	0.00535	-0.02854	0.45887	0.03592
1515	0.19307	0.05297	0.00514	-0.02884	0.45759	0.03488
1516	0.19267	0.05334	0.00526	-0.02898	0.45636	0.03358
1517	0.19234	0.05368	0.00568	-0.02877	0.45544	0.03210
1518	0.19214	0.05386	0.00618	-0.02833	0.45486	0.03050
1519	0.19202	0.05383	0.00656	-0.02787	0.45455	0.02892
1520	0.19185	0.05368	0.00678	-0.02753	0.45438	0.02744
1521	0.19146	0.05365	0.00692	-0.02721	0.45428	0.02610
1522	0.19080	0.05399	0.00705	-0.02680	0.45421	0.02477
1523	0.19010	0.05469	0.00719	-0.02616	0.45415	0.02328
1524	0.18974	0.05548	0.00732	-0.02507	0.45408	0.02152
1525	0.18986	0.05603	0.00748	-0.02339	0.45403	0.01956
1526	0.19025	0.05626	0.00778	-0.02132	0.45410	0.01757
1527	0.19062	0.05629	0.00820	-0.01942	0.45432	0.01576
1528	0.19083	0.05634	0.00859	-0.01819	0.45460	0.01432
1529	0.19087	0.05652	0.00894	-0.01778	0.45479	0.01329
1530	0.19067	0.05675	0.00936	-0.01792	0.45475	0.01261
1531	0.19026	0.05697	0.00992	-0.01809	0.45451	0.01214
1532	0.18981	0.05718	0.01061	-0.01798	0.45421	0.01179
1533	0.18948	0.05744	0.01145	-0.01765	0.45396	0.01152
1534	0.18931	0.05770	0.01245	-0.01732	0.45386	0.01132
1535	0.18924	0.05791	0.01362	-0.01703	0.45388	0.01128
1536	0.18927	0.05813	0.01486	-0.01664	0.45388	0.01153
1537	0.18942	0.05843	0.01601	-0.01612	0.45382	0.01202
1538	0.18966	0.05889	0.01692	-0.01571	0.45379	0.01247
1539	0.18995	0.05949	0.01766	-0.01554	0.45385	0.01260
1540	0.19025	0.06008	0.01842	-0.01550	0.45397	0.01248
1541	0.19053	0.06050	0.01937	-0.01556	0.45406	0.01240
1542	0.19077	0.06072	0.02052	-0.01594	0.45412	0.01249
1543	0.19096	0.06080	0.02184	-0.01674	0.45430	0.01257
1544	0.19119	0.06073	0.02329	-0.01767	0.45476	0.01240
1545	0.19152	0.06060	0.02486	-0.01832	0.45538	0.01202
1546	0.19187	0.06060	0.02652	-0.01852	0.45593	0.01159
1547	0.19212	0.06076	0.02822	-0.01850	0.45634	0.01121
1548	0.19228	0.06097	0.02989	-0.01858	0.45669	0.01089
1549	0.19242	0.06118	0.03158	-0.01867	0.45695	0.01062
1550	0.19262	0.06145	0.03333	-0.01863	0.45707	0.01043
1551	0.19294	0.06179	0.03520	-0.01858	0.45709	0.01034
1552	0.19343	0.06214	0.03726	-0.01868	0.45718	0.01035
1553	0.19403	0.06248	0.03958	-0.01887	0.45741	0.01034
1554	0.19463	0.06289	0.04218	-0.01902	0.45760	0.01019
1555	0.19509	0.06342	0.04507	-0.01914	0.45756	0.00987
1556	0.19543	0.06408	0.04825	-0.01930	0.45731	0.00956
1557	0.19584	0.06486	0.05171	-0.01946	0.45704	0.00944
1558	0.19657	0.06570	0.05532	-0.01955	0.45689	0.00950
1559	0.19761	0.06656	0.05892	-0.01956	0.45686	0.00958
1560	0.19870	0.06744	0.06237	-0.01946	0.45684	0.00959
1561	0.19964	0.06838	0.06566	-0.01927	0.45671	0.00962
1562	0.20040	0.06947	0.06886	-0.01911	0.45651	0.00981
1563	0.20115	0.07061	0.07200	-0.01914	0.45626	0.01021
1564	0.20203	0.07157	0.07510	-0.01932	0.45599	0.01068
1565	0.20303	0.07226	0.07807	-0.01950	0.45578	0.01104
1566	0.20398	0.07284	0.08079	-0.01960	0.45577	0.01115
1567	0.20475	0.07342	0.08320	-0.01971	0.45599	0.01105
1568	0.20549	0.07388	0.08535	-0.01988	0.45617	0.01097
1569	0.20640	0.07418	0.08734	-0.01996	0.45604	0.01106
1570	0.20749	0.07452	0.08932	-0.01976	0.45559	0.01132
1571	0.20852	0.07516	0.09142	-0.01937	0.45509	0.01161
1572	0.20927	0.07610	0.09364	-0.01917	0.45473	0.01167
1573	0.20979	0.07708	0.09592	-0.01947	0.45456	0.01144
1574	0.21038	0.07783	0.09812	-0.02019	0.45457	0.01107
1575	0.21134	0.07822	0.10010	-0.02090	0.45467	0.01082
1576	0.21276	0.07836	0.10183	-0.02131	0.45469	0.01075
1577	0.21446	0.07841	0.10344	-0.02151	0.45454	0.01069
1578	0.21607	0.07844	0.10512	-0.02178	0.45433	0.01050
1579	0.21738	0.07835	0.10689	-0.02212	0.45429	0.01027
1580	0.21857	0.07809	0.10861	-0.02231	0.45453	0.01022
1581	0.21992	0.07772	0.11019	-0.02213	0.45489	0.01046
1582	0.22140	0.07735	0.11159	-0.02162	0.45511	0.01081
1583	0.22289	0.07690	0.11263	-0.02108	0.45510	0.01103
1584	0.22447	0.07616	0.11314	-0.02079	0.45494	0.01101
1585	0.22610	0.07509	0.11320	-0.02087	0.45478	0.01081
1586	0.22755	0.07390	0.11315	-0.02123	0.45466	0.01063
1587	0.22876	0.07268	0.11321	-0.02157	0.45452	0.01059
1588	0.22975	0.07143	0.11335	-0.02164	0.45438	0.01071
1589	0.23061	0.07008	0.11349	-0.02145	0.45434	0.01087
1590	0.23154	0.06847	0.11360	-0.02120	0.45439	0.01103
1591	0.23263	0.06641	0.11364	-0.02099	0.45444	0.01117
1592	0.23370	0.06401	0.11347	-0.02082	0.45440	0.01126
1593	0.23453	0.06163	0.11306	-0.02077	0.45440	0.01133
1594	0.23498	0.05948	0.11251	-0.02093	0.45460	0.01141
1595	0.23499	0.05745	0.11192	-0.02117	0.45508	0.01145
1596	0.23468	0.05533	0.11124	-0.02124	0.45577	0.01131
