	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
176	0.00000	0.00000	-0.55672	0.00000	0.00000	-2.46156
177	0.00000	0.00000	-0.55777	0.00000	0.00000	-2.45815
178	0.00000	0.00000	-0.55865	0.00000	0.00000	-2.45457
179	0.00000	0.00000	-0.55937	0.00000	0.00000	-2.45082
180	0.00000	0.00000	-0.55992	0.00000	0.00000	-2.44690
181	0.00000	0.00000	-0.56031	0.00000	0.00000	-2.44281
182	0.00000	0.00000	-0.56052	0.00000	0.00000	-2.43856
183	0.00000	0.00000	-0.56057	0.00000	0.00000	-2.43413
184	0.00000	0.00000	-0.56045	0.00000	0.00000	-2.42955
185	0.00000	0.00000	-0.56017	0.00000	0.00000	-2.42479
186	0.00000	0.00000	-0.55972	0.00000	0.00000	-2.41988
187	0.00000	0.00000	-0.55911	0.00000	0.00000	-2.41480
188	0.00000	0.00000	-0.55833	0.00000	0.00000	-2.40956
189	0.00000	0.00000	-0.55740	0.00000	0.00000	-2.40416
190	0.00000	0.00000	-0.55631	0.00000	0.00000	-2.39860
191	0.00000	0.00000	-0.55506	0.00000	0.00000	-2.39288
192	0.00000	0.00000	-0.55366	0.00000	0.00000	-2.38701
193	0.00000	0.00000	-0.55210	0.00000	0.00000	-2.38098
194	0.00000	0.00000	-0.55040	0.00000	0.00000	-2.37480
195	0.00000	0.00000	-0.54856	0.00000	0.00000	-2.36847
196	0.00000	0.00000	-0.54658	0.00000	0.00000	-2.36200
197	0.00000	0.00000	-0.54447	0.00000	0.00000	-2.35538
198	0.00000	0.00000	-0.54222	0.00000	0.00000	-2.34862
199	0.00000	0.00000	-0.53985	0.00000	0.00000	-2.34173
200	0.00000	0.00000	-0.53736	0.00000	0.00000	-2.33469
201	0.00000	0.00000	-0.53475	0.00000	0.00000	-2.32752
202	0.00000	0.00000	-0.53202	0.00000	0.00000	-2.32022
203	0.00000	0.00000	-0.52920	0.00000	0.00000	-2.31279
204	0.00000	0.00000	-0.52627	0.00000	0.00000	-2.30523
205	0.00000	0.00000	-0.52325	0.00000	0.00000	-2.29754
206	0.00000	0.00000	-0.52014	0.00000	0.00000	-2.28973
207	0.00000	0.00000	-0.51695	0.00000	0.00000	-2.28180
208	0.00000	0.00000	-0.51368	0.00000	0.00000	-2.27375
209	0.00000	0.00000	-0.51034	0.00000	0.00000	-2.26558
210	0.00000	0.00000	-0.50694	0.00000	0.00000	-2.25729
211	0.00000	0.00000	-0.50347	0.00000	0.00000	-2.24890
212	0.00000	0.00000	-0.49996	0.00000	0.00000	-2.24039
213	0.00000	0.00000	-0.49640	0.00000	0.00000	-2.23178
214	0.00000	0.00000	-0.49279	0.00000	0.00000	-2.22306
215	0.00000	0.00000	-0.48915	0.00000	0.00000	-2.21424
216	0.00000	0.00000	-0.48549	0.00000	0.00000	-2.20532
217	0.00000	0.00000	-0.48179	0.00000	0.00000	-2.19630
218	0.00000	0.00000	-0.47808	0.00000	0.00000	-2.18719
219	0.00000	0.00000	-0.47436	0.00000	0.00000	-2.17798
220	0.00000	0.00000	-0.47064	0.00000	0.00000	-2.16868
221	0.00000	0.00000	-0.46691	0.00000	0.00000	-2.15930
222	0.00000	0.00000	-0.46318	0.00000	0.00000	-2.14983
223	0.00000	0.00000	-0.45946	0.00000	0.00000	-2.14028
224	0.00000	0.00000	-0.45576	0.00000	0.00000	-2.13065
225	0.00000	0.00000	-0.45208	0.00000	0.00000	-2.12093
226	0.00000	0.00000	-0.44842	0.00000	0.00000	-2.11115
227	0.00000	0.00000	-0.44480	0.00000	0.00000	-2.10129
228	0.00000	0.00000	-0.44121	0.00000	0.00000	-2.09136
229	0.00000	0.00000	-0.43766	0.00000	0.00000	-2.08136
230	0.00000	0.00000	-0.43415	0.00000	0.00000	-2.07130
231	0.00000	0.00000	-0.43069	0.00000	0.00000	-2.06117
232	0.00000	0.00000	-0.42729	0.00000	0.00000	-2.05097
233	0.00000	0.00000	-0.42394	0.00000	0.00000	-2.04072
234	0.00000	0.00000	-0.42066	0.00000	0.00000	-2.03040
235	0.00000	0.00000	-0.41745	0.00000	0.00000	-2.02003
236	0.00000	0.00000	-0.41430	0.00000	0.00000	-2.00960
237	0.00000	0.00000	-0.41124	0.00000	0.00000	-1.99911
238	0.00000	0.00000	-0.40824	0.00000	0.00000	-1.98857
239	0.00000	0.00000	-0.40533	0.00000	0.00000	-1.97798
240	0.00000	0.00000	-0.40249	0.00000	0.00000	-1.96733
241	0.00000	0.00000	-0.39974	0.00000	0.00000	-1.95664
242	0.00000	0.00000	-0.39706	0.00000	0.00000	-1.94589
243	0.00000	0.00000	-0.39447	0.00000	0.00000	-1.93509
244	0.00000	0.00000	-0.39197	0.00000	0.00000	-1.92424
245	0.00000	0.00000	-0.38956	0.00000	0.00000	-1.91334
246	0.00000	0.00000	-0.38723	0.00000	0.00000	-1.90240
247	0.00000	0.00000	-0.38499	0.00000	0.00000	-1.89140
248	0.00000	0.00000	-0.38283	0.00000	0.00000	-1.88036
249	0.00000	0.00000	-0.38076	0.00000	0.00000	-1.86927
250	0.00000	0.00000	-0.37878	0.00000	0.00000	-1.85813
251	0.00000	0.00000	-0.37687	0.00000	0.00000	-1.84694
252	0.00000	0.00000	-0.37505	0.00000	0.00000	-1.83570
253	0.00000	0.00000	-0.37331	0.00000	0.00000	-1.82442
254	0.00000	0.00000	-0.37166	0.00000	0.00000	-1.81309
255	0.00000	0.00000	-0.37008	0.00000	0.00000	-1.80172
256	0.00000	0.00000	-0.36858	0.00000	0.00000	-1.79029
257	0.00000	0.00000	-0.36715	0.00000	0.00000	-1.77882
258	0.00000	0.00000	-0.36581	0.00000	0.00000	-1.76730
259	0.00000	0.00000	-0.36453	0.00000	0.00000	-1.75573
260	0.00000	0.00000	-0.36333	0.00000	0.00000	-1.74412
261	0.00000	0.00000	-0.36221	0.00000	0.00000	-1.73246
262	0.00000	0.00000	-0.36115	0.00000	0.00000	-1.72075
263	0.00000	0.00000	-0.36016	0.00000	0.00000	-1.70899
264	0.00000	0.00000	-0.35924	0.00000	0.00000	-1.69718
265	0.00000	0.00000	-0.35838	0.00000	0.00000	-1.68533
266	0.00000	0.00000	-0.35759	0.00000	0.00000	-1.67343
267	0.00000	0.00000	-0.35685	0.00000	0.00000	-1.66148
268	0.00000	0.00000	-0.35617	0.00000	0.00000	-1.64948
269	0.00000	0.00000	-0.35554	0.00000	0.00000	-1.63744
270	0.00000	0.00000	-0.35496	0.00000	0.00000	-1.62534
271	0.00000	0.00000	-0.35442	0.00000	0.00000	-1.61320
272	0.00000	0.00000	-0.35394	0.00000	0.00000	-1.60102
273	0.00000	0.00000	-0.35349	0.00000	0.00000	-1.58878
274	0.00000	0.00000	-0.35307	0.00000	0.00000	-1.57651
275	0.00000	0.00000	-0.35269	0.00000	0.00000	-1.56419
276	0.00000	0.00000	-0.35233	0.00000	0.00000	-1.55183
277	0.00000	0.00000	-0.35200	0.00000	0.00000	-1.53944
278	0.00000	0.00000	-0.35168	0.00000	0.00000	-1.52701
279	0.00000	0.00000	-0.35137	0.00000	0.00000	-1.51455
280	0.00000	0.00000	-0.35108	0.00000	0.00000	-1.50206
281	0.00000	0.00000	-0.35078	0.00000	0.00000	-1.48953
282	0.00000	0.00000	-0.35049	0.00000	0.00000	-1.47699
283	0.00000	0.00000	-0.35018	0.00000	0.00000	-1.46442
284	0.00000	0.00000	-0.34987	0.00000	0.00000	-1.45184
285	0.00000	0.00000	-0.34953	0.00000	0.00000	-1.43924
286	0.00000	0.00000	-0.34918	0.00000	0.00000	-1.42663
287	0.00000	0.00000	-0.34879	0.00000	0.00000	-1.41400
288	0.00000	0.00000	-0.34838	0.00000	0.00000	-1.40138
289	0.00000	0.00000	-0.34792	0.00000	0.00000	-1.38875
290	0.00000	0.00000	-0.34743	0.00000	0.00000	-1.37613
291	0.00000	0.00000	-0.34688	0.00000	0.00000	-1.36350
292	0.00000	0.00000	-0.34629	0.00000	0.00000	-1.35089
293	0.00000	0.00000	-0.34564	0.00000	0.00000	-1.33828
294	0.00000	0.00000	-0.34494	0.00000	0.00000	-1.32569
