	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
53	0.28186	0.20034	0.00426	0.11256	0.70171	0.00292	0.24616	0.16762	0.00755	0.10489	0.65384	0.00517	0.27421	0.14801	0.01235	0.08561	0.66265	0.00938	0.13572	0.02115	0.02251	0.05588	0.47324	0.01280
54	0.28175	0.20033	0.00445	0.11250	0.70168	0.00293	0.24605	0.16760	0.00761	0.10489	0.65379	0.00502	0.27411	0.14800	0.01241	0.08559	0.66260	0.00914	0.13568	0.02108	0.02260	0.05600	0.47317	0.01281
55	0.28166	0.20033	0.00465	0.11242	0.70157	0.00304	0.24596	0.16758	0.00766	0.10487	0.65366	0.00502	0.27402	0.14800	0.01255	0.08556	0.66245	0.00915	0.13563	0.02102	0.02250	0.05619	0.47298	0.01274
56	0.28169	0.20024	0.00471	0.11243	0.70138	0.00318	0.24599	0.16749	0.00764	0.10489	0.65347	0.00518	0.27402	0.14793	0.01272	0.08560	0.66224	0.00942	0.13561	0.02094	0.02233	0.05628	0.47275	0.01265
57	0.28181	0.20009	0.00470	0.11246	0.70115	0.00324	0.24610	0.16735	0.00762	0.10490	0.65326	0.00542	0.27410	0.14781	0.01292	0.08562	0.66201	0.00976	0.13564	0.02086	0.02217	0.05630	0.47252	0.01249
58	0.28194	0.19999	0.00476	0.11234	0.70095	0.00320	0.24621	0.16726	0.00768	0.10479	0.65306	0.00560	0.27420	0.14772	0.01312	0.08551	0.66179	0.00998	0.13567	0.02081	0.02203	0.05637	0.47226	0.01229
59	0.28198	0.19996	0.00486	0.11204	0.70083	0.00311	0.24625	0.16724	0.00778	0.10457	0.65294	0.00566	0.27423	0.14769	0.01322	0.08527	0.66162	0.01002	0.13569	0.02078	0.02192	0.05656	0.47202	0.01215
60	0.28183	0.20001	0.00476	0.11170	0.70082	0.00300	0.24613	0.16727	0.00780	0.10434	0.65292	0.00565	0.27413	0.14773	0.01318	0.08501	0.66155	0.00999	0.13568	0.02073	0.02195	0.05677	0.47189	0.01221
61	0.28149	0.20010	0.00439	0.11154	0.70086	0.00296	0.24585	0.16732	0.00766	0.10423	0.65295	0.00563	0.27388	0.14782	0.01299	0.08490	0.66158	0.01000	0.13560	0.02066	0.02215	0.05677	0.47190	0.01248
62	0.28115	0.20016	0.00395	0.11173	0.70083	0.00304	0.24554	0.16736	0.00741	0.10432	0.65293	0.00560	0.27360	0.14789	0.01269	0.08504	0.66161	0.01006	0.13545	0.02063	0.02241	0.05646	0.47201	0.01277
63	0.28098	0.20013	0.00380	0.11217	0.70070	0.00318	0.24538	0.16733	0.00731	0.10462	0.65281	0.00560	0.27345	0.14786	0.01254	0.08538	0.66155	0.01013	0.13532	0.02060	0.02254	0.05618	0.47204	0.01291
64	0.28103	0.20001	0.00405	0.11248	0.70056	0.00326	0.24541	0.16721	0.00748	0.10491	0.65268	0.00566	0.27347	0.14773	0.01272	0.08567	0.66143	0.01016	0.13531	0.02050	0.02253	0.05637	0.47193	0.01278
65	0.28116	0.19989	0.00445	0.11239	0.70056	0.00325	0.24553	0.16710	0.00775	0.10494	0.65266	0.00571	0.27358	0.14761	0.01301	0.08565	0.66135	0.01010	0.13537	0.02040	0.02248	0.05694	0.47176	0.01249
